gene_id,length
Solyc05g010490,639
Solyc05g010500,819
Solyc05g010510,675
Solyc05g010530,1909
Solyc05g010540,1117
Solyc05g010550,582
Solyc05g010560,306
Solyc05g010570,732
Solyc05g010580,326
Solyc05g010590,2570
Solyc05g010600,310
Solyc05g010610,2156
Solyc05g010620,2232
Solyc05g010630,425
Solyc05g010640,776
Solyc05g010650,3390
Solyc05g010660,3166
Solyc05g010670,2734
Solyc05g010680,1152
Solyc05g010690,180
Solyc05g010700,153
Solyc05g010710,1188
Solyc05g010720,1652
Solyc05g010730,279
Solyc05g010740,714
Solyc05g010750,621
Solyc05g010760,315
Solyc05g010770,499
Solyc05g010780,1668
Solyc05g010790,462
Solyc05g010800,1289
Solyc05g010810,1923
Solyc05g011810,1317
Solyc05g011820,2394
Solyc05g011830,2029
Solyc05g011840,989
Solyc05g011850,318
Solyc05g011860,594
Solyc05g011870,999
Solyc05g011880,795
Solyc05g011890,1011
Solyc05g011900,999
Solyc05g011910,189
Solyc05g011920,1622
Solyc05g011930,2183
Solyc05g011940,1687
Solyc05g011950,675
Solyc05g011960,2512
Solyc05g011970,1846
Solyc05g011980,990
Solyc05g011990,3058
Solyc05g012000,745
Solyc05g012010,1084
Solyc05g012020,1203
Solyc05g012030,924
Solyc05g012040,2214
Solyc05g012050,560
Solyc05g012060,4742
Solyc05g012070,1441
Solyc05g012080,661
Solyc05g012090,1834
Solyc05g012100,2310
Solyc05g012110,1172
Solyc05g012120,1080
Solyc05g012130,2728
Solyc05g012140,2142
Solyc05g012150,1078
Solyc05g012160,649
Solyc05g012170,276
Solyc05g012180,1272
Solyc05g012190,2064
Solyc05g012200,2236
Solyc05g012210,1740
Solyc05g012220,1605
Solyc05g012230,1692
Solyc05g012240,1236
Solyc05g012250,1548
Solyc05g012260,2352
Solyc05g012270,1724
Solyc05g012280,1012
Solyc05g012290,1500
Solyc05g012300,660
Solyc05g012310,1676
Solyc05g012320,801
Solyc05g012330,1491
Solyc05g012340,1447
Solyc05g012350,1372
Solyc05g012360,1311
Solyc05g012370,1451
Solyc05g012380,1066
Solyc05g012390,1902
Solyc05g012400,820
Solyc05g012410,396
Solyc05g012420,939
Solyc05g012430,1416
Solyc05g012440,1036
Solyc05g012450,2924
Solyc05g012460,1318
Solyc05g012480,1991
Solyc05g012490,1596
Solyc05g012500,1306
Solyc05g012510,3216
Solyc05g012520,1047
Solyc05g012530,282
Solyc05g012540,1391
Solyc05g012550,1235
Solyc05g012560,795
Solyc05g012570,1525
Solyc05g012580,213
Solyc05g012590,1199
Solyc05g012600,875
Solyc05g012610,2012
Solyc05g012620,1402
Solyc05g012630,2262
Solyc05g012640,3456
Solyc05g012650,3623
Solyc05g012660,1209
Solyc05g012670,1335
Solyc05g012680,866
Solyc05g012690,1486
Solyc05g012700,1395
Solyc05g012710,1100
Solyc05g012720,958
Solyc05g012730,1248
Solyc05g012740,3603
Solyc05g012750,825
Solyc05g012760,312
Solyc05g012770,2196
Solyc05g012780,1586
Solyc05g012790,2151
Solyc05g012800,1494
Solyc05g012810,711
Solyc05g012820,975
Solyc05g012830,2124
Solyc05g012840,672
Solyc05g012850,1056
Solyc05g012860,699
Solyc05g012870,1068
Solyc05g012880,486
Solyc05g012890,3591
Solyc05g012900,753
Solyc05g012910,4288
Solyc05g012920,2409
Solyc05g012930,905
Solyc05g012940,1128
Solyc05g012950,711
Solyc05g012960,174
Solyc05g012970,1332
Solyc05g012990,282
Solyc05g013000,216
Solyc05g013010,1223
Solyc05g013020,1344
Solyc05g013030,1272
Solyc05g013040,4539
Solyc05g013050,1006
Solyc05g013060,1113
Solyc05g013070,1853
Solyc05g013080,219
Solyc05g013090,336
Solyc05g013100,363
Solyc05g013110,261
Solyc05g013120,516
Solyc05g013130,1109
Solyc05g013140,1958
Solyc05g013150,1861
Solyc05g013160,1673
Solyc05g013170,818
Solyc05g013180,2495
Solyc05g013190,682
Solyc05g013200,1818
Solyc05g013210,432
Solyc05g013220,1869
Solyc05g013230,357
Solyc05g013240,959
Solyc05g013250,1281
Solyc05g013260,3507
Solyc05g013270,861
Solyc05g013280,5773
Solyc05g013290,963
Solyc05g013300,972
Solyc05g013310,456
Solyc05g013320,936
Solyc05g013330,507
Solyc05g013340,1727
Solyc05g013350,1698
Solyc05g013360,950
Solyc05g013370,699
Solyc05g013380,1637
Solyc05g013390,312
Solyc05g013400,2832
Solyc05g013410,1403
Solyc05g013420,558
Solyc05g013430,633
Solyc05g013440,2733
Solyc05g013450,1812
Solyc05g013460,2026
Solyc05g013470,1739
Solyc05g013480,1560
Solyc05g013490,3207
Solyc05g013500,2956
Solyc05g013510,2223
Solyc05g013520,123
Solyc05g013530,944
Solyc05g013540,1161
Solyc05g013550,381
Solyc05g013560,485
Solyc05g013570,2294
Solyc05g013580,1475
Solyc05g013590,399
Solyc05g013600,258
Solyc05g013610,186
Solyc05g013620,303
Solyc05g013630,447
Solyc05g013640,342
Solyc05g013650,1284
Solyc05g013660,1479
Solyc05g013670,2086
Solyc05g013680,1475
Solyc05g013690,1458
Solyc05g013700,2023
Solyc05g013710,970
Solyc05g013720,2341
Solyc05g013730,2083
Solyc05g013740,2890
Solyc05g013750,2965
Solyc05g013760,1238
Solyc05g013770,1683
Solyc05g013780,2606
Solyc05g013790,2293
Solyc05g013800,258
Solyc05g013810,1687
Solyc05g013820,1222
Solyc05g013830,660
Solyc05g013840,660
Solyc05g013850,2692
Solyc05g013860,2348
Solyc05g013870,2683
Solyc05g013880,1278
Solyc05g013890,2865
Solyc05g013900,897
Solyc05g013910,473
Solyc05g013920,1231
Solyc05g013930,1905
Solyc05g013940,1537
Solyc05g013950,426
Solyc05g013960,3096
Solyc05g013970,1822
Solyc05g013980,595
Solyc05g013990,2053
Solyc05g014000,1522
Solyc05g014020,1446
Solyc05g014030,2002
Solyc05g014040,873
Solyc05g014050,1857
Solyc05g014060,516
Solyc05g014070,357
Solyc05g014080,153
Solyc05g014090,1194
Solyc05g014100,1242
Solyc05g014110,797
Solyc05g014120,744
Solyc05g014130,3998
Solyc05g014140,216
Solyc05g014150,707
Solyc05g014160,1610
Solyc05g014170,180
Solyc05g014180,177
Solyc05g014190,949
Solyc05g014200,5752
Solyc05g014210,1641
Solyc05g014220,282
Solyc05g014230,1201
Solyc05g014240,3030
Solyc05g014250,1048
Solyc05g014260,1833
Solyc05g014270,2077
Solyc05g014280,1009
Solyc05g014290,665
Solyc05g014300,195
Solyc05g014310,803
Solyc05g014320,1747
Solyc05g014330,1296
Solyc05g014340,1929
Solyc05g014360,165
Solyc05g014370,963
Solyc05g014380,3684
Solyc05g014390,1156
Solyc05g014400,1595
Solyc05g014410,486
Solyc05g014420,1113
Solyc05g014430,282
Solyc05g014440,180
Solyc05g014450,282
Solyc05g014460,1260
Solyc05g014470,1327
Solyc05g014480,541
Solyc05g014490,1557
Solyc05g014500,270
Solyc05g014510,2644
Solyc05g014520,2466
Solyc05g014530,1344
Solyc05g014540,1883
Solyc05g014550,750
Solyc05g014560,1222
Solyc05g014570,261
Solyc05g014580,282
Solyc05g014590,873
Solyc05g014600,162
Solyc05g014610,150
Solyc05g014620,252
Solyc05g014630,174
Solyc05g014640,3677
Solyc05g014650,1075
Solyc05g014660,231
Solyc05g014670,432
Solyc05g014680,474
Solyc05g014690,3009
Solyc05g014700,1054
Solyc05g014710,1249
Solyc05g014720,704
Solyc05g014730,639
Solyc05g014740,891
Solyc05g014750,912
Solyc05g014760,2977
Solyc05g014780,855
Solyc05g014790,3098
Solyc05g014800,408
Solyc05g014810,456
Solyc05g014820,408
Solyc05g014830,879
Solyc05g014840,192
Solyc05g014850,528
Solyc05g014860,396
Solyc05g014870,318
Solyc05g014880,267
Solyc05g014890,408
Solyc05g014900,270
Solyc05g014910,300
Solyc05g014920,258
Solyc05g014930,282
Solyc05g014940,432
Solyc05g014950,123
Solyc05g014960,2673
Solyc05g014970,2790
Solyc05g014980,1196
Solyc05g014990,270
Solyc05g015000,1218
Solyc05g015010,157
Solyc05g015020,318
Solyc05g015030,1425
Solyc05g015040,2452
Solyc05g015050,3636
Solyc05g015060,1696
Solyc05g015070,2819
Solyc05g015080,126
Solyc05g015090,156
Solyc05g015100,819
Solyc05g015130,2763
Solyc05g015140,420
Solyc05g015150,2468
Solyc05g015160,1694
Solyc05g015170,1716
Solyc05g015180,822
Solyc05g015190,537
Solyc05g015200,672
Solyc05g015210,2930
Solyc05g015220,2560
Solyc05g015230,288
Solyc05g015240,711
Solyc05g015250,524
Solyc05g015260,564
Solyc05g015270,585
Solyc05g015280,426
Solyc05g015290,396
Solyc05g015300,1236
Solyc05g015310,1902
Solyc05g015320,2183
Solyc05g015330,435
Solyc05g015340,246
Solyc05g015350,1768
Solyc05g015360,436
Solyc05g015370,798
Solyc05g015380,471
Solyc05g015390,1096
Solyc05g015400,279
Solyc05g015410,239
Solyc05g015420,1558
Solyc05g015430,150
Solyc05g015440,222
Solyc05g015450,114
Solyc05g015460,383
Solyc05g015470,294
Solyc05g015480,1304
Solyc05g015490,819
Solyc05g015500,1209
Solyc05g015510,3487
Solyc05g015520,1743
Solyc05g015530,703
Solyc05g015540,567
Solyc05g015550,660
Solyc05g015560,117
Solyc05g015570,396
Solyc05g015580,174
Solyc05g015590,342
Solyc05g015600,168
Solyc05g015610,3700
Solyc05g015620,111
Solyc05g015630,710
Solyc05g015640,1061
Solyc05g015650,3341
Solyc05g015660,642
Solyc05g015670,501
Solyc05g015680,672
Solyc05g015690,72
Solyc05g015700,210
Solyc05g015710,815
Solyc05g015720,396
Solyc05g015730,243
Solyc05g015740,81
Solyc05g015750,1033
Solyc05g015760,174
Solyc05g015770,252
Solyc05g015780,111
Solyc05g015790,291
Solyc05g015800,1518
Solyc05g015810,327
Solyc05g015820,1413
Solyc05g015830,345
Solyc05g015840,1313
Solyc05g015850,802
Solyc05g015860,2005
Solyc05g015870,183
Solyc05g015880,1599
Solyc05g015890,837
Solyc05g015900,223
Solyc05g015910,396
Solyc05g015920,5124
Solyc05g015930,4929
Solyc05g015940,258
Solyc05g015950,2187
Solyc05g015970,2685
Solyc05g015980,1475
Solyc05g015990,222
Solyc05g016000,204
Solyc05g016010,630
Solyc05g016020,354
Solyc05g016030,2502
Solyc05g016040,405
Solyc05g016050,1059
Solyc05g016060,696
Solyc05g016070,396
Solyc05g016080,1158
Solyc05g016090,1209
Solyc05g016100,150
Solyc05g016120,702
Solyc05g016130,252
Solyc05g016140,459
Solyc05g016150,252
Solyc05g016160,180
Solyc05g016170,285
Solyc05g016180,291
Solyc05g016190,290
Solyc05g016200,84
Solyc05g016210,801
Solyc05g016220,387
Solyc05g016230,1656
Solyc05g016240,2922
Solyc05g016250,1049
Solyc05g016260,517
Solyc05g016270,432
Solyc05g016290,498
Solyc05g016300,255
Solyc05g016310,1581
Solyc05g016320,1608
Solyc05g016330,2065
Solyc05g016340,207
Solyc05g016350,717
Solyc05g016360,609
Solyc05g016370,63
Solyc05g016380,1378
Solyc05g016390,977
Solyc05g016410,1868
Solyc05g016420,564
Solyc05g016430,411
Solyc05g016440,3272
Solyc05g016450,489
Solyc05g016460,1956
Solyc05g016470,186
Solyc05g016480,771
Solyc05g016490,180
Solyc05g016500,186
Solyc05g016510,387
Solyc05g016520,339
Solyc05g016530,384
Solyc05g016540,342
Solyc05g016550,228
Solyc05g016560,285
Solyc05g016570,426
Solyc05g016580,1284
Solyc05g016600,435
Solyc05g016610,393
Solyc05g016620,420
Solyc05g016640,477
Solyc05g016650,480
Solyc05g016670,150
Solyc05g016680,576
Solyc05g016690,805
Solyc05g016700,291
Solyc05g016710,192
Solyc05g016720,181
Solyc05g017720,81
Solyc05g017730,360
Solyc05g017740,525
Solyc05g017760,1429
Solyc05g017770,564
Solyc05g017780,588
Solyc05g017790,180
Solyc05g017800,234
Solyc05g017810,522
Solyc05g017830,168
Solyc05g017840,734
Solyc05g017850,63
Solyc05g017860,2746
Solyc05g017870,1761
Solyc05g017880,297
Solyc05g017890,6033
Solyc05g017900,1290
Solyc05g017910,429
Solyc05g017920,558
Solyc05g017930,432
Solyc05g017940,584
Solyc05g017950,1682
Solyc05g017960,321
Solyc05g017970,222
Solyc05g017980,2424
Solyc05g017990,1822
Solyc05g018000,603
Solyc05g018010,660
Solyc05g018020,252
Solyc05g018030,381
Solyc05g018040,756
Solyc05g018050,282
Solyc05g018060,219
Solyc05g018090,1206
Solyc05g018110,3246
Solyc05g018120,633
Solyc05g018130,1296
Solyc05g018140,597
Solyc05g018150,1396
Solyc05g018160,843
Solyc05g018170,207
Solyc05g018180,3137
Solyc05g018190,159
Solyc05g018200,330
Solyc05g018210,2034
Solyc05g018220,558
Solyc05g018230,1530
Solyc05g018240,2608
Solyc05g018250,262
Solyc05g018260,648
Solyc05g018270,891
Solyc05g018280,897
Solyc05g018290,270
Solyc05g018300,3610
Solyc05g018310,975
Solyc05g018320,1950
Solyc05g018330,258
Solyc05g018340,1325
Solyc05g018350,1224
Solyc05g018360,366
Solyc05g018370,849
Solyc05g018380,171
Solyc05g018390,2200
Solyc05g018400,153
Solyc05g018410,903
Solyc05g018430,867
Solyc05g018440,318
Solyc05g018450,159
Solyc05g018460,153
Solyc05g018470,867
Solyc05g018480,156
Solyc05g018490,1376
Solyc05g018500,2470
Solyc05g018510,4503
Solyc05g018520,1245
Solyc05g018530,732
Solyc05g018540,492
Solyc05g018550,510
Solyc05g018560,165
Solyc05g018570,1767
Solyc05g018580,732
Solyc05g018590,1768
Solyc05g018600,1892
Solyc05g018610,594
Solyc05g018620,1544
Solyc05g018630,219
Solyc05g018640,285
Solyc05g018650,2039
Solyc05g018660,1203
Solyc05g018670,1311
Solyc05g018680,603
Solyc05g018690,162
Solyc05g018700,1690
Solyc05g018710,1314
Solyc05g018720,561
Solyc05g018730,234
Solyc05g018740,360
Solyc05g018750,2617
Solyc05g018760,363
Solyc05g018770,414
Solyc05g018780,1140
Solyc05g018790,270
Solyc05g018800,231
Solyc05g018810,1569
Solyc05g018820,570
Solyc05g018830,366
Solyc05g018840,786
Solyc05g018850,207
Solyc05g018860,381
Solyc05g018870,2082
Solyc05g018880,1539
Solyc05g018890,210
Solyc05g018900,492
Solyc05g018910,750
Solyc05g018920,282
Solyc05g018930,555
Solyc05g019960,1773
Solyc05g019970,384
Solyc05g019980,297
Solyc05g019990,288
Solyc05g020000,360
Solyc05g020010,474
Solyc05g020020,1661
Solyc05g020030,276
Solyc05g020040,498
Solyc05g021070,369
Solyc05g021080,288
Solyc05g021090,1064
Solyc05g021100,1691
Solyc05g021110,449
Solyc05g021120,609
Solyc05g021130,192
Solyc05g021140,384
Solyc05g021150,1506
Solyc05g021160,594
Solyc05g021170,453
Solyc05g021180,672
Solyc05g021190,267
Solyc05g021200,375
Solyc05g021210,207
Solyc05g021240,621
Solyc05g021280,510
Solyc05g021310,339
Solyc05g021350,657
Solyc05g021360,159
Solyc05g021370,408
Solyc05g021380,195
Solyc05g021390,1626
Solyc05g021400,360
Solyc05g021410,225
Solyc05g021420,72
Solyc05g021430,1695
Solyc05g021450,1491
Solyc05g021460,1182
Solyc05g021470,285
Solyc05g021480,615
Solyc05g021500,390
Solyc05g021510,150
Solyc05g021520,111
Solyc05g021530,459
Solyc05g021540,186
Solyc05g021550,252
Solyc05g021560,452
Solyc05g021570,183
Solyc05g021580,309
Solyc05g021590,303
Solyc05g023590,195
Solyc05g023600,543
Solyc05g023610,201
Solyc05g023620,207
Solyc05g023630,249
Solyc05g023640,225
Solyc05g023650,198
Solyc05g023660,1239
Solyc05g023670,474
Solyc05g023680,2327
Solyc05g023690,504
Solyc05g023700,603
Solyc05g023710,2188
Solyc05g023720,525
Solyc05g023730,258
Solyc05g023740,3350
Solyc05g023750,3091
Solyc05g023760,1684
Solyc05g023770,1435
Solyc05g023780,1071
Solyc05g023790,573
Solyc05g023800,959
Solyc05g023810,153
Solyc05g023820,622
Solyc05g023830,201
Solyc05g023840,405
Solyc05g023850,816
Solyc05g023860,243
Solyc05g023870,318
Solyc05g023880,231
Solyc05g023890,492
Solyc05g023900,2490
Solyc05g023910,369
Solyc05g023920,300
Solyc05g023930,315
Solyc05g023940,264
Solyc05g023950,231
Solyc05g023960,294
Solyc05g023970,339
Solyc05g023980,429
Solyc05g023990,138
Solyc05g024000,675
Solyc05g024010,1772
Solyc05g024020,774
Solyc05g024030,501
Solyc05g024040,246
Solyc05g024050,219
Solyc05g024060,420
Solyc05g024070,420
Solyc05g024080,519
Solyc05g024090,303
Solyc05g024100,327
Solyc05g024110,126
Solyc05g024120,324
Solyc05g024130,225
Solyc05g024140,417
Solyc05g024150,447
Solyc05g024160,1390
Solyc05g024170,327
Solyc05g024180,349
Solyc05g024190,312
Solyc05g024200,162
Solyc05g024210,1011
Solyc05g024220,198
Solyc05g024230,246
Solyc05g024240,767
Solyc05g024250,342
Solyc05g024260,1111
Solyc05g024280,1233
Solyc05g024290,1963
Solyc05g024300,336
Solyc05g024310,186
Solyc05g024320,639
Solyc05g024330,561
Solyc05g024340,1779
Solyc05g024350,231
Solyc05g024360,195
Solyc05g024370,672
Solyc05g024380,150
Solyc05g024390,2097
Solyc05g024400,174
Solyc05g024410,1299
Solyc05g024420,342
Solyc05g024430,540
Solyc05g024440,180
Solyc05g024450,408
Solyc05g024460,297
Solyc05g024470,156
Solyc05g024480,375
Solyc05g024490,267
Solyc05g024500,397
Solyc05g025500,2023
Solyc05g025510,2239
Solyc05g025520,279
Solyc05g025530,303
Solyc05g025540,273
Solyc05g025550,483
Solyc05g025560,192
Solyc05g025570,219
Solyc05g025580,75
Solyc05g025590,2092
Solyc05g025600,336
Solyc05g025610,291
Solyc05g025620,330
Solyc05g025630,1392
Solyc05g025640,411
Solyc05g025650,894
Solyc05g025660,354
Solyc05g025670,105
Solyc05g025680,1875
Solyc05g025690,729
Solyc05g025700,276
Solyc05g025710,180
Solyc05g025720,390
Solyc05g025730,666
Solyc05g025740,2836
Solyc05g025750,760
Solyc05g025760,285
Solyc05g025770,339
Solyc05g025780,2093
Solyc05g025790,533
Solyc05g025800,153
Solyc05g025810,1428
Solyc05g025820,1375
Solyc05g025830,927
Solyc05g025840,534
Solyc05g025860,402
Solyc05g025870,574
Solyc05g025880,252
Solyc05g025890,843
Solyc05g025900,1285
Solyc05g025910,276
Solyc05g025920,790
Solyc05g025930,192
Solyc05g025940,735
Solyc05g025950,156
Solyc05g025960,222
Solyc05g025970,333
Solyc05g025980,198
Solyc05g025990,153
Solyc05g026000,171
Solyc05g026010,150
Solyc05g026020,315
Solyc05g026030,288
Solyc05g026040,303
Solyc05g026050,1067
Solyc05g026060,969
Solyc05g026070,1347
Solyc05g026080,2499
Solyc05g026090,498
Solyc05g026100,744
Solyc05g026110,984
Solyc05g026120,621
Solyc05g026130,837
Solyc05g026140,1448
Solyc05g026150,492
Solyc05g026160,104
Solyc05g026170,240
Solyc05g026180,1482
Solyc05g026190,267
Solyc05g026200,162
Solyc05g026210,693
Solyc05g026220,483
Solyc05g026230,2178
Solyc05g026240,1176
Solyc05g026250,546
Solyc05g026260,336
Solyc05g026270,798
Solyc05g026280,786
Solyc05g026300,228
Solyc05g026310,1373
Solyc05g026320,231
Solyc05g026330,564
Solyc05g026350,477
Solyc05g026360,1513
Solyc05g026370,384
Solyc05g026380,1791
Solyc05g026390,516
Solyc05g026400,288
Solyc05g026420,219
Solyc05g026450,243
Solyc05g026460,171
Solyc05g026470,780
Solyc05g026480,1821
Solyc05g026490,2240
Solyc05g026500,87
Solyc05g026510,3694
Solyc05g026520,2172
Solyc05g026540,2254
Solyc05g026550,901
Solyc05g026560,2814
Solyc05g026570,677
Solyc05g026580,96
Solyc05g026590,864
Solyc05g026600,660
Solyc05g031600,1176
Solyc05g031610,1599
Solyc05g032620,201
Solyc05g032630,297
Solyc05g032640,216
Solyc05g032650,840
Solyc05g032660,1339
Solyc05g032670,153
Solyc05g032680,635
Solyc05g032690,343
Solyc05g032700,540
Solyc05g032710,126
Solyc05g032720,1224
Solyc05g032730,168
Solyc05g032740,207
Solyc05g032750,3787
Solyc05g032760,586
Solyc05g032770,581
Solyc05g032780,639
Solyc05g032790,939
Solyc05g032800,471
Solyc05g032810,564
Solyc05g032820,669
Solyc05g032830,168
Solyc05g032840,546
Solyc05g032850,2533
Solyc05g032860,159
Solyc05g032870,384
Solyc05g032880,1013
Solyc05g032890,843
Solyc05g033910,681
Solyc05g039910,228
Solyc05g039920,732
Solyc05g039930,444
Solyc05g039940,519
Solyc05g039950,1188
Solyc05g039960,450
Solyc05g039970,621
Solyc05g039990,435
Solyc05g040000,222
Solyc05g040010,384
Solyc05g040020,375
Solyc05g040030,174
Solyc05g040040,459
Solyc05g040050,2352
Solyc05g040060,306
Solyc05g040070,1716
Solyc05g040080,198
Solyc05g040090,270
Solyc05g040100,599
Solyc05g041100,684
Solyc05g041110,339
Solyc05g041120,603
Solyc05g041130,78
Solyc05g041140,465
Solyc05g041150,189
Solyc05g041160,228
Solyc05g041170,669
Solyc05g041180,384
Solyc05g041190,1080
Solyc05g041200,1732
Solyc05g041210,195
Solyc05g041220,1353
Solyc05g041230,297
Solyc05g041240,975
Solyc05g041250,498
Solyc05g041260,135
Solyc05g041270,213
Solyc05g041280,183
Solyc05g041290,294
Solyc05g041300,423
Solyc05g041310,144
Solyc05g041320,465
Solyc05g041330,786
Solyc05g041340,852
Solyc05g041350,219
Solyc05g041360,432
Solyc05g041370,177
Solyc05g041380,498
Solyc05g041390,417
Solyc05g041400,456
Solyc05g041410,1179
Solyc05g041420,1434
Solyc05g041430,861
Solyc05g041440,1230
Solyc05g041450,349
Solyc05g041460,207
Solyc05g041470,1203
Solyc05g041480,171
Solyc05g041490,327
Solyc05g041500,411
Solyc05g041510,414
Solyc05g041520,174
Solyc05g041530,1365
Solyc05g041540,1852
Solyc05g041550,405
Solyc05g041560,645
Solyc05g041570,372
Solyc05g041580,849
Solyc05g041590,1166
Solyc05g041600,366
Solyc05g041610,657
Solyc05g041620,702
Solyc05g041630,1533
Solyc05g041640,537
Solyc05g041650,411
Solyc05g041660,177
Solyc05g041670,267
Solyc05g041680,438
Solyc05g041690,717
Solyc05g041700,264
Solyc05g041710,576
Solyc05g041720,1053
Solyc05g041730,165
Solyc05g041740,633
Solyc05g041750,246
Solyc05g041760,183
Solyc05g041770,480
Solyc05g041780,126
Solyc05g041790,702
Solyc05g041800,483
Solyc05g041810,612
Solyc05g041820,114
Solyc05g041830,486
Solyc05g041840,546
Solyc05g041850,318
Solyc05g041860,477
Solyc05g041870,567
Solyc05g041880,237
Solyc05g041890,273
Solyc05g041900,285
Solyc05g041910,1668
Solyc05g041920,949
Solyc05g041930,435
Solyc05g041940,144
Solyc05g041950,495
Solyc05g041960,255
Solyc05g041970,429
Solyc05g041980,393
Solyc05g041990,150
Solyc05g042000,234
Solyc05g042010,375
Solyc05g042020,168
Solyc05g042030,1169
Solyc05g042040,1289
Solyc05g042050,1041
Solyc05g042060,213
Solyc05g042070,307
Solyc05g042080,111
Solyc05g042090,609
Solyc05g042100,621
Solyc05g042110,204
Solyc05g042120,1769
Solyc05g042130,348
Solyc05g042140,324
Solyc05g042150,579
Solyc05g042160,117
Solyc05g042170,285
Solyc05g042180,822
Solyc05g042190,1038
Solyc05g043190,508
Solyc05g043200,963
Solyc05g043210,762
Solyc05g043220,429
Solyc05g043230,501
Solyc05g043240,189
Solyc05g043250,219
Solyc05g043260,174
Solyc05g043270,504
Solyc05g043280,879
Solyc05g043290,420
Solyc05g043300,300
Solyc05g043310,402
Solyc05g043320,687
Solyc05g043330,1311
Solyc05g043340,1184
Solyc05g043350,1923
Solyc05g043360,1716
Solyc05g043370,174
Solyc05g043380,168
Solyc05g043390,474
Solyc05g043400,183
Solyc05g043410,150
Solyc05g043420,3783
Solyc05g043430,707
Solyc05g043440,327
Solyc05g044440,180
Solyc05g044450,867
Solyc05g044460,315
Solyc05g044470,516
Solyc05g044480,2999
Solyc05g044490,3825
Solyc05g044500,165
Solyc05g044510,2199
Solyc05g044520,1392
Solyc05g044530,336
Solyc05g044540,840
Solyc05g044550,105
Solyc05g044560,177
Solyc05g044570,954
Solyc05g044580,225
Solyc05g044590,87
Solyc05g044600,90
Solyc05g044610,5595
Solyc05g044620,168
Solyc05g044630,956
Solyc05g045630,459
Solyc05g045640,1500
Solyc05g045650,2820
Solyc05g045660,963
Solyc05g045670,1452
Solyc05g045690,396
Solyc05g045700,228
Solyc05g045710,717
Solyc05g045720,1521
Solyc05g045730,195
Solyc05g045740,357
Solyc05g045750,234
Solyc05g045760,231
Solyc05g045770,231
Solyc05g045780,558
Solyc05g045790,690
Solyc05g045800,762
Solyc05g045810,378
Solyc05g045820,210
Solyc05g045830,1110
Solyc05g045840,552
Solyc05g045850,246
Solyc05g045860,264
Solyc05g045870,402
Solyc05g045880,966
Solyc05g045890,720
Solyc05g045900,504
Solyc05g045910,414
Solyc05g045920,477
Solyc05g045930,456
Solyc05g045940,186
Solyc05g045950,537
Solyc05g045960,273
Solyc05g045970,466
Solyc05g045980,201
Solyc05g045990,525
Solyc05g046000,1166
Solyc05g046010,1265
Solyc05g046020,1332
Solyc05g046030,1208
Solyc05g046040,1260
Solyc05g046050,603
Solyc05g046060,942
Solyc05g046070,741
Solyc05g046080,657
Solyc05g046090,567
Solyc05g046100,234
Solyc05g046110,1757
Solyc05g046120,3153
Solyc05g046130,658
Solyc05g046140,800
Solyc05g046150,832
Solyc05g046160,195
Solyc05g046170,204
Solyc05g046180,231
Solyc05g046190,267
Solyc05g046200,537
Solyc05g046210,198
Solyc05g046220,291
Solyc05g046230,222
Solyc05g046240,408
Solyc05g046250,234
Solyc05g046260,1248
Solyc05g046270,409
Solyc05g046280,2163
Solyc05g046290,995
Solyc05g046300,1685
Solyc05g046310,1201
Solyc05g046320,519
Solyc05g046330,2500
Solyc05g046340,759
Solyc05g046350,303
Solyc05g046360,1064
Solyc05g046370,216
Solyc05g046380,300
Solyc05g046390,367
Solyc05g047390,237
Solyc05g047400,288
Solyc05g047410,267
Solyc05g047420,1493
Solyc05g047430,228
Solyc05g047440,264
Solyc05g047450,1053
Solyc05g047460,3602
Solyc05g047470,858
Solyc05g047480,264
Solyc05g047490,1131
Solyc05g047500,807
Solyc05g047510,990
Solyc05g047520,3117
Solyc05g047530,1884
Solyc05g047540,1147
Solyc05g047550,2806
Solyc05g047560,1515
Solyc05g047570,2380
Solyc05g047580,2209
Solyc05g047590,1920
Solyc05g047600,1400
Solyc05g047610,712
Solyc05g047620,954
Solyc05g047630,363
Solyc05g047640,1089
Solyc05g047650,339
Solyc05g047670,300
Solyc05g047680,1818
Solyc05g047690,802
Solyc05g047700,3615
Solyc05g047710,1567
Solyc05g047730,666
Solyc05g047740,768
Solyc05g048740,823
Solyc05g048750,778
Solyc05g048760,974
Solyc05g048770,1530
Solyc05g048780,561
Solyc05g048790,579
Solyc05g048800,729
Solyc05g048810,1333
Solyc05g048820,855
Solyc05g048830,1379
Solyc05g048840,603
Solyc05g048850,1834
Solyc05g048860,439
Solyc05g049860,306
Solyc05g049870,793
Solyc05g049880,952
Solyc05g049890,276
Solyc05g049900,1551
Solyc05g049910,702
Solyc05g049920,270
Solyc05g049930,480
Solyc05g049940,760
Solyc05g049950,1209
Solyc05g049960,2377
Solyc05g049970,1827
Solyc05g049980,1813
Solyc05g049990,741
Solyc05g050000,1020
Solyc05g050010,1707
Solyc05g050020,1606
Solyc05g050040,837
Solyc05g050050,969
Solyc05g050060,969
Solyc05g050070,1074
Solyc05g050080,618
Solyc05g050090,1364
Solyc05g050100,174
Solyc05g050110,1310
Solyc05g050120,2115
Solyc05g050130,1193
Solyc05g050140,168
Solyc05g050150,558
Solyc05g050160,552
Solyc05g050170,558
Solyc05g050180,591
Solyc05g050190,459
